"Transaction ID",Item,Quantity,"Price Per Unit","Total Spent","Payment Method",Location,"Transaction Date"
TXN_6829707,Sandwich,1,4,4.0,Cash,Takeaway,2023-08-17
TXN_7303706,Coffee,2,2,4.0,Cash,In-store,2023-12-14
TXN_1730647,Juice,5,3,15.0,"Digital Wallet",In-store,2023-01-18
TXN_4936135,Coffee,4,2,8.0,Cash,In-store,2023-12-08
TXN_4496665,Sandwich,2,4,8.0,"Digital Wallet",Takeaway,2023-12-10
TXN_8209794,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-10-25
TXN_3330687,Cake,5,3,15.0,Cash,In-store,2023-12-26
TXN_5354746,Coffee,4,2,8.0,"Digital Wallet",Takeaway,2023-03-06
TXN_3736798,Coffee,4,2,8.0,"Digital Wallet",In-store,2023-07-01
TXN_6719521,Salad,5,5,25.0,Cash,In-store,2023-08-03
TXN_5386752,Salad,4,5,20.0,"Digital Wallet",In-store,2023-12-07
TXN_1022523,Salad,4,5,20.0,Cash,In-store,2023-11-25
TXN_6202015,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-08-22
TXN_6928137,Cake,3,3,9.0,"Digital Wallet",In-store,2023-10-11
TXN_5913013,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-11-29
TXN_7433269,Tea,1,1.5,1.5,Cash,In-store,2023-05-18
TXN_4617771,Smoothie,4,4,16.0,"Digital Wallet",Takeaway,2023-09-10
TXN_1741325,Tea,2,1.5,3.0,"Credit Card",In-store,2023-03-31
TXN_9983356,Sandwich,2,4,8.0,"Digital Wallet",Takeaway,2023-09-20
TXN_8964527,Sandwich,4,4,16.0,"Digital Wallet",Takeaway,2023-02-22
TXN_9408993,Sandwich,1,4,4.0,"Digital Wallet",In-store,2023-08-19
TXN_7810285,Cake,4,3,12.0,Cash,Takeaway,2023-10-25
TXN_1961595,Smoothie,5,4,20.0,"Digital Wallet",In-store,2023-07-02
TXN_4179561,Cookie,2,1,2.0,"Digital Wallet",In-store,2023-11-12
TXN_9056301,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-03-02
TXN_6910030,Coffee,4,2,8.0,"Digital Wallet",Takeaway,2023-07-09
TXN_7609781,Smoothie,3,4,12.0,Cash,In-store,2023-03-13
TXN_8398059,Cake,1,3,3.0,Cash,Takeaway,2023-10-15
TXN_1792573,Smoothie,5,4,20.0,Cash,Takeaway,2023-12-07
TXN_9991225,Cake,5,3,15.0,"Credit Card",Takeaway,2023-02-03
TXN_8734476,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12
TXN_6471962,Sandwich,4,4,16.0,Cash,Takeaway,2023-09-21
TXN_4792702,Sandwich,1,4,4.0,Cash,Takeaway,2023-06-28
TXN_3572190,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-03-05
TXN_6791398,Coffee,1,2,2.0,"Credit Card",Takeaway,2023-12-17
TXN_8361255,Cake,3,3,9.0,Cash,Takeaway,2023-07-29
TXN_6078834,Smoothie,1,4,4.0,"Digital Wallet",Takeaway,2023-04-28
TXN_8186625,Cookie,1,1,1.0,"Digital Wallet",Takeaway,2023-07-21
TXN_2946829,Cookie,2,1,2.0,"Digital Wallet",Takeaway,2023-02-08
TXN_8750849,Cake,2,3,6.0,"Credit Card",Takeaway,2023-03-03
TXN_1973716,Salad,4,5,20.0,"Credit Card",In-store,2023-01-21
TXN_1105589,Coffee,5,2,10.0,Cash,Takeaway,2023-07-04
TXN_4988665,Cake,1,3,3.0,"Digital Wallet",Takeaway,2023-12-16
TXN_5412834,Smoothie,4,4,16.0,Cash,Takeaway,2023-07-13
TXN_1389258,Salad,1,5,5.0,Cash,Takeaway,2023-12-31
TXN_8076559,Cake,5,3,15.0,Cash,Takeaway,2023-11-02
TXN_4310310,Cake,3,3,9.0,Cash,Takeaway,2023-03-08
TXN_6411716,Cake,4,3,12.0,"Credit Card",In-store,2023-02-25
TXN_1154979,Coffee,3,2,6.0,"Credit Card",In-store,2023-12-11
TXN_6129205,Sandwich,5,4,20.0,Cash,In-store,2023-07-20
TXN_4832513,Cookie,5,1,5.0,"Credit Card",In-store,2023-06-05
TXN_4356223,Salad,3,5,15.0,"Digital Wallet",Takeaway,2023-11-23
TXN_2471972,Cookie,1,1,1.0,Cash,Takeaway,2023-04-08
TXN_6555617,Salad,2,5,10.0,"Digital Wallet",Takeaway,2023-12-27
TXN_6899834,Cake,3,3,9.0,"Credit Card",Takeaway,2023-01-27
TXN_7538570,Smoothie,4,4,16.0,"Credit Card",Takeaway,2023-04-18
TXN_8789116,Salad,5,5,25.0,"Digital Wallet",Takeaway,2023-01-13
TXN_8930109,Cookie,5,1,5.0,"Digital Wallet",Takeaway,2023-05-17
TXN_9799798,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-05-23
TXN_1681153,Juice,3,3,9.0,Cash,Takeaway,2023-02-09
TXN_4255503,Coffee,3,2,6.0,"Digital Wallet",Takeaway,2023-11-19
TXN_2385697,Coffee,1,2,2.0,Cash,Takeaway,2023-09-10
TXN_9151321,Sandwich,4,4,16.0,Cash,In-store,2023-01-05
TXN_1602799,Cake,4,3,12.0,"Digital Wallet",Takeaway,2023-03-23
TXN_9579181,Sandwich,1,4,4.0,"Digital Wallet",In-store,2023-05-24
TXN_1388606,Cake,3,3,9.0,"Digital Wallet",Takeaway,2023-08-31
TXN_2336857,Cake,3,3,9.0,Cash,In-store,2023-08-02
TXN_9526867,Cookie,2,1,2.0,"Digital Wallet",Takeaway,2023-10-21
TXN_5792655,Juice,1,3,3.0,"Digital Wallet",Takeaway,2023-12-21
TXN_7782538,Juice,2,3,6.0,"Digital Wallet",Takeaway,2023-08-15
TXN_6404763,Sandwich,5,4,20.0,"Digital Wallet",Takeaway,2023-11-13
TXN_4915908,Sandwich,5,4,20.0,"Credit Card",In-store,2023-06-06
TXN_7043825,Juice,2,3,6.0,Cash,Takeaway,2023-02-07
TXN_5788769,Juice,1,3,3.0,Cash,In-store,2023-07-19
TXN_5856820,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-07-18
TXN_9354616,Tea,4,1.5,6.0,"Digital Wallet",Takeaway,2023-01-27
TXN_5268203,Cake,1,3,3.0,"Credit Card",Takeaway,2023-03-04
TXN_5226635,Cookie,4,1,4.0,"Credit Card",Takeaway,2023-02-01
TXN_9278992,Smoothie,4,4,16.0,Cash,Takeaway,2023-12-15
TXN_4369292,Cake,1,3,3.0,"Credit Card",Takeaway,2023-10-09
TXN_3912727,Tea,5,1.5,7.5,"Digital Wallet",Takeaway,2023-04-13
TXN_6983139,Salad,2,5,10.0,"Credit Card",Takeaway,2023-12-18
TXN_5977414,Cake,2,3,6.0,"Credit Card",In-store,2023-08-06
TXN_8550184,Juice,3,3,9.0,"Digital Wallet",Takeaway,2023-04-05
TXN_6962242,Juice,1,3,3.0,"Digital Wallet",Takeaway,2023-06-30
TXN_4548466,Tea,4,1.5,6.0,"Credit Card",Takeaway,2023-11-30
TXN_5944206,Cookie,5,1,5.0,"Digital Wallet",Takeaway,2023-05-12
TXN_9212178,Juice,1,3,3.0,"Credit Card",Takeaway,2023-11-18
TXN_9201212,Smoothie,4,4,16.0,"Digital Wallet",Takeaway,2023-06-08
TXN_7055260,Sandwich,4,4,16.0,"Digital Wallet",In-store,2023-06-20
TXN_1757340,Cake,2,3,6.0,"Credit Card",In-store,2023-12-29
TXN_9390740,Cake,2,3,6.0,Cash,In-store,2023-12-06
TXN_1082421,Salad,1,5,5.0,"Digital Wallet",In-store,2023-12-19
TXN_6451377,Salad,5,5,25.0,"Credit Card",Takeaway,2023-03-19
TXN_2142961,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-09-21
TXN_5575561,Tea,4,1.5,6.0,"Digital Wallet",Takeaway,2023-02-13
TXN_1007347,Salad,4,5,20.0,"Digital Wallet",In-store,2023-08-28
TXN_6731518,Cookie,1,1,1.0,"Digital Wallet",Takeaway,2023-12-04
TXN_3455702,Salad,1,5,5.0,Cash,Takeaway,2023-03-23
TXN_7794561,Juice,4,3,12.0,"Credit Card",In-store,2023-05-18
TXN_7688625,Coffee,1,2,2.0,"Credit Card",In-store,2023-12-15
TXN_8831924,Coffee,3,2,6.0,"Digital Wallet",In-store,2023-07-12
TXN_1360998,Cookie,2,1,2.0,Cash,Takeaway,2023-07-30
TXN_9047278,Tea,4,1.5,6.0,"Credit Card",Takeaway,2023-06-20
TXN_4516901,Tea,2,1.5,3.0,"Credit Card",In-store,2023-09-05
TXN_6817795,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12
TXN_6809170,Smoothie,4,4,16.0,Cash,Takeaway,2023-08-10
TXN_7365744,Cookie,4,1,4.0,Cash,In-store,2023-08-20
TXN_9847116,Salad,3,5,15.0,Cash,Takeaway,2023-07-28
TXN_8356338,Salad,5,5,25.0,"Credit Card",In-store,2023-08-06
TXN_4413506,Juice,4,3,12.0,"Digital Wallet",In-store,2023-10-29
TXN_4737392,Sandwich,2,4,8.0,Cash,In-store,2023-02-17
TXN_9538738,Coffee,4,2,8.0,Cash,In-store,2023-09-25
TXN_1854102,Coffee,2,2,4.0,"Digital Wallet",Takeaway,2023-07-18
TXN_8837375,Sandwich,2,4,8.0,"Digital Wallet",Takeaway,2023-11-21
TXN_7950226,Tea,1,1.5,1.5,"Digital Wallet",In-store,2023-10-13
TXN_9086541,Salad,3,5,15.0,Cash,In-store,2023-02-15
TXN_8017969,Juice,1,3,3.0,Cash,Takeaway,2023-03-26
TXN_6667388,Cake,3,3,9.0,Cash,In-store,2023-08-14
TXN_9425645,Cake,3,3,9.0,"Credit Card",Takeaway,2023-03-19
TXN_6747376,Smoothie,3,4,12.0,"Digital Wallet",In-store,2023-11-20
TXN_2062269,Juice,4,3,12.0,"Digital Wallet",Takeaway,2023-09-08
TXN_8313892,Salad,3,5,15.0,"Credit Card",Takeaway,2023-11-29
TXN_6712994,Coffee,3,2,6.0,Cash,Takeaway,2023-10-02
TXN_6257776,Juice,5,3,15.0,Cash,In-store,2023-10-28
TXN_6073195,Sandwich,3,4,12.0,"Credit Card",Takeaway,2023-09-13
TXN_4291132,Cake,2,3,6.0,"Credit Card",Takeaway,2023-08-07
TXN_1622123,Cookie,2,1,2.0,Cash,Takeaway,2023-01-05
TXN_2878078,Cake,2,3,6.0,"Digital Wallet",Takeaway,2023-12-15
TXN_7134579,Cookie,5,1,5.0,"Digital Wallet",Takeaway,2023-06-06
TXN_6921057,Sandwich,4,4,16.0,"Digital Wallet",Takeaway,2023-07-10
TXN_2335088,Salad,4,5,20.0,Cash,In-store,2023-10-27
TXN_9778859,Cookie,3,1,3.0,Cash,Takeaway,2023-06-05
TXN_6386662,Salad,5,5,25.0,"Credit Card",Takeaway,2023-12-04
TXN_5491825,Cake,4,3,12.0,Cash,In-store,2023-06-09
TXN_3326110,Coffee,2,2,4.0,"Credit Card",Takeaway,2023-08-13
TXN_5455079,Salad,2,5,10.0,Cash,In-store,2023-11-30
TXN_5526475,Tea,4,1.5,6.0,Cash,In-store,2023-05-06
TXN_3800253,Cake,2,3,6.0,Cash,Takeaway,2023-01-15
TXN_4134478,Juice,2,3,6.0,"Credit Card",Takeaway,2023-06-25
TXN_7296498,Salad,5,5,25.0,"Credit Card",Takeaway,2023-05-19
TXN_2488987,Tea,5,1.5,7.5,Cash,In-store,2023-06-12
TXN_1865735,Smoothie,2,4,8.0,"Digital Wallet",In-store,2023-09-22
TXN_5303275,Cookie,4,1,4.0,Cash,Takeaway,2023-09-18
TXN_9316158,Sandwich,5,4,20.0,Cash,In-store,2023-10-31
TXN_8207244,Tea,5,1.5,7.5,Cash,Takeaway,2023-05-04
TXN_2814866,Smoothie,1,4,4.0,"Digital Wallet",In-store,2023-07-29
TXN_2560137,Cake,1,3,3.0,Cash,Takeaway,2023-10-13
TXN_7350571,Smoothie,1,4,4.0,"Credit Card",In-store,2023-02-19
TXN_3915802,Coffee,3,2,6.0,Cash,Takeaway,2023-12-16
TXN_2493262,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-01-03
TXN_6038791,Juice,2,3,6.0,"Digital Wallet",In-store,2023-03-06
TXN_1335337,Tea,3,1.5,4.5,"Credit Card",In-store,2023-09-06
TXN_7730388,Cookie,5,1,5.0,"Digital Wallet",In-store,2023-09-09
TXN_6363897,Salad,5,5,25.0,"Credit Card",Takeaway,2023-11-26
TXN_1893222,Smoothie,5,4,20.0,"Credit Card",In-store,2023-12-20
TXN_5624179,Cookie,1,1,1.0,Cash,Takeaway,2023-10-26
TXN_3450160,Cake,4,3,12.0,"Credit Card",In-store,2023-10-23
TXN_4075432,Sandwich,5,4,20.0,Cash,In-store,2023-09-12
TXN_2023802,Cake,2,3,6.0,Cash,In-store,2023-02-28
TXN_8182245,Sandwich,5,4,20.0,"Digital Wallet",Takeaway,2023-10-24
TXN_3970335,Juice,5,3,15.0,"Digital Wallet",Takeaway,2023-09-01
TXN_7100596,Smoothie,5,4,20.0,"Credit Card",In-store,2023-09-14
TXN_1481116,Tea,2,1.5,3.0,"Digital Wallet",In-store,2023-02-26
TXN_9454212,Juice,5,3,15.0,Cash,In-store,2023-11-19
TXN_3648327,Cake,1,3,3.0,"Digital Wallet",Takeaway,2023-08-17
TXN_6188394,Juice,5,3,15.0,"Credit Card",In-store,2023-10-05
TXN_2553803,Juice,1,3,3.0,Cash,In-store,2023-12-29
TXN_8018479,Tea,1,1.5,1.5,"Digital Wallet",Takeaway,2023-09-15
TXN_3046108,Tea,5,1.5,7.5,"Digital Wallet",Takeaway,2023-01-15
TXN_4454198,Tea,1,1.5,1.5,"Digital Wallet",In-store,2023-08-22
TXN_5855756,Sandwich,1,4,4.0,"Credit Card",In-store,2023-08-29
TXN_6758675,Juice,1,3,3.0,"Credit Card",In-store,2023-11-05
TXN_7681072,Cookie,1,1,1.0,"Credit Card",Takeaway,2023-07-07
TXN_8789986,Cake,2,3,6.0,Cash,Takeaway,2023-09-21
TXN_8382825,Coffee,5,2,10.0,Cash,In-store,2023-01-20
TXN_4486700,Cake,2,3,6.0,"Digital Wallet",Takeaway,2023-02-08
TXN_5085328,Coffee,4,2,8.0,"Digital Wallet",Takeaway,2023-02-03
TXN_6191769,Salad,1,5,5.0,"Credit Card",Takeaway,2023-05-17
TXN_6110386,Smoothie,1,4,4.0,Cash,In-store,2023-03-17
TXN_8257774,Cookie,5,1,5.0,Cash,Takeaway,2023-03-04
TXN_1225638,Cake,4,3,12.0,Cash,Takeaway,2023-05-28
TXN_5508620,Sandwich,2,4,8.0,Cash,In-store,2023-08-26
TXN_7864080,Tea,5,1.5,7.5,"Credit Card",Takeaway,2023-11-12
TXN_2463115,Sandwich,5,4,20.0,"Credit Card",Takeaway,2023-09-12
TXN_6762172,Coffee,5,2,10.0,Cash,Takeaway,2023-01-19
TXN_5591967,Sandwich,1,4,4.0,"Credit Card",Takeaway,2023-04-08
TXN_5861158,Sandwich,3,4,12.0,"Credit Card",Takeaway,2023-11-21
TXN_2848654,Smoothie,5,4,20.0,"Digital Wallet",In-store,2023-03-15
TXN_3034652,Juice,5,3,15.0,"Credit Card",In-store,2023-11-04
TXN_6607568,Coffee,2,2,4.0,Cash,In-store,2023-03-24
TXN_9837568,Salad,5,5,25.0,Cash,In-store,2023-04-17
TXN_9425610,Sandwich,3,4,12.0,Cash,In-store,2023-01-08
TXN_9749333,Cookie,5,1,5.0,Cash,In-store,2023-02-27
TXN_7376092,Cookie,4,1,4.0,Cash,In-store,2023-11-07
TXN_8278982,Smoothie,5,4,20.0,"Credit Card",Takeaway,2023-09-06
TXN_7686476,Coffee,3,2,6.0,"Digital Wallet",Takeaway,2023-01-03
TXN_3981000,Tea,1,1.5,1.5,"Digital Wallet",In-store,2023-05-24
TXN_7367474,Juice,5,3,15.0,"Digital Wallet",Takeaway,2023-01-01
TXN_1498343,Salad,2,5,10.0,"Credit Card",Takeaway,2023-03-31
TXN_3107619,Cookie,2,1,2.0,"Digital Wallet",Takeaway,2023-05-31
TXN_7411993,Cake,2,3,6.0,"Digital Wallet",In-store,2023-02-11
TXN_4679593,Juice,1,3,3.0,Cash,In-store,2023-01-10
TXN_1630051,Smoothie,5,4,20.0,"Digital Wallet",Takeaway,2023-03-17
TXN_2566258,Cookie,4,1,4.0,Cash,Takeaway,2023-06-08
TXN_4864206,Cookie,5,1,5.0,Cash,In-store,2023-03-18
TXN_5113993,Coffee,1,2,2.0,"Credit Card",Takeaway,2023-02-10
TXN_2192787,Sandwich,5,4,20.0,Cash,In-store,2023-01-01
TXN_2127588,Cake,4,3,12.0,Cash,In-store,2023-07-17
TXN_5538713,Cookie,2,1,2.0,"Digital Wallet",Takeaway,2023-09-20
TXN_2565449,Smoothie,3,4,12.0,"Credit Card",In-store,2023-10-04
TXN_9224501,Salad,5,5,25.0,"Credit Card",In-store,2023-12-08
TXN_5767393,Smoothie,3,4,12.0,"Digital Wallet",In-store,2023-09-11
TXN_9287133,Cake,5,3,15.0,"Digital Wallet",In-store,2023-04-20
TXN_7134064,Smoothie,5,4,20.0,"Credit Card",Takeaway,2023-04-04
TXN_5486063,Smoothie,3,4,12.0,Cash,In-store,2023-05-21
TXN_2285849,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-09-10
TXN_9577271,Sandwich,5,4,20.0,Cash,In-store,2023-09-30
TXN_2624121,Tea,5,1.5,7.5,"Digital Wallet",In-store,2023-01-28
TXN_7868879,Sandwich,4,4,16.0,Cash,Takeaway,2023-05-02
TXN_6243519,Coffee,3,2,6.0,Cash,Takeaway,2023-03-03
TXN_8668901,Juice,2,3,6.0,"Credit Card",Takeaway,2023-06-30
TXN_4903004,Tea,4,1.5,6.0,"Digital Wallet",In-store,2023-12-03
TXN_2195218,Cake,4,3,12.0,"Digital Wallet",In-store,2023-09-10
TXN_7362525,Cake,5,3,15.0,Cash,Takeaway,2023-06-09
TXN_8753888,Cookie,4,1,4.0,"Credit Card",Takeaway,2023-12-25
TXN_8956534,Coffee,5,2,10.0,Cash,Takeaway,2023-06-05
TXN_7957208,Tea,1,1.5,1.5,"Digital Wallet",Takeaway,2023-04-14
TXN_1749105,Sandwich,5,4,20.0,Cash,In-store,2023-10-17
TXN_1248266,Salad,3,5,15.0,"Credit Card",In-store,2023-10-14
TXN_5331122,Salad,4,5,20.0,"Credit Card",In-store,2023-09-26
TXN_1227800,Juice,3,3,9.0,Cash,Takeaway,2023-02-19
TXN_2699583,Sandwich,5,4,20.0,"Digital Wallet",In-store,2023-07-26
TXN_2156218,Smoothie,2,4,8.0,"Digital Wallet",In-store,2023-07-24
TXN_4894699,Cookie,2,1,2.0,"Digital Wallet",In-store,2023-02-20
TXN_8631468,Cake,1,3,3.0,"Credit Card",In-store,2023-10-10
TXN_2378096,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-22
TXN_3620110,Coffee,1,2,2.0,"Digital Wallet",Takeaway,2023-06-01
TXN_1005331,Coffee,1,2,2.0,"Digital Wallet",Takeaway,2023-11-04
TXN_1579182,Juice,5,3,15.0,Cash,In-store,2023-02-20
TXN_9298053,Juice,5,3,15.0,Cash,In-store,2023-06-29
TXN_6236864,Tea,2,1.5,3.0,"Digital Wallet",In-store,2023-08-17
TXN_7201361,Smoothie,3,4,12.0,Cash,In-store,2023-05-26
TXN_2229365,Sandwich,2,4,8.0,Cash,In-store,2023-09-07
TXN_5563675,Tea,3,1.5,4.5,"Digital Wallet",In-store,2023-01-01
TXN_7907499,Juice,3,3,9.0,"Digital Wallet",Takeaway,2023-04-18
TXN_8360073,Cake,4,3,12.0,"Digital Wallet",In-store,2023-06-15
TXN_2690515,Sandwich,2,4,8.0,Cash,Takeaway,2023-09-06
TXN_2080682,Coffee,3,2,6.0,"Credit Card",In-store,2023-05-02
TXN_5661891,Salad,1,5,5.0,"Digital Wallet",Takeaway,2023-10-28
TXN_9834415,Cookie,2,1,2.0,"Credit Card",In-store,2023-12-28
TXN_4002629,Cake,5,3,15.0,"Credit Card",In-store,2023-06-15
TXN_4735392,Smoothie,3,4,12.0,"Credit Card",Takeaway,2023-04-04
TXN_8410712,Juice,5,3,15.0,"Digital Wallet",Takeaway,2023-10-23
TXN_6009395,Sandwich,4,4,16.0,Cash,In-store,2023-07-20
TXN_3733753,Sandwich,1,4,4.0,"Digital Wallet",Takeaway,2023-03-10
TXN_4084548,Salad,2,5,10.0,Cash,In-store,2023-07-21
TXN_7125945,Cake,3,3,9.0,"Credit Card",In-store,2023-01-30
TXN_5435751,Sandwich,1,4,4.0,"Credit Card",Takeaway,2023-05-24
TXN_6885561,Smoothie,3,4,12.0,"Digital Wallet",Takeaway,2023-06-24
TXN_6304285,Cake,5,3,15.0,"Digital Wallet",Takeaway,2023-11-16
TXN_3653328,Cookie,4,1,4.0,"Digital Wallet",In-store,2023-06-27
TXN_1270603,Juice,4,3,12.0,"Credit Card",Takeaway,2023-12-03
TXN_7770253,Coffee,5,2,10.0,"Digital Wallet",Takeaway,2023-01-06
TXN_9695128,Cake,1,3,3.0,Cash,In-store,2023-12-21
TXN_4371760,Smoothie,2,4,8.0,Cash,In-store,2023-01-12
TXN_3023841,Tea,3,1.5,4.5,"Digital Wallet",Takeaway,2023-04-29
TXN_8793244,Cake,4,3,12.0,"Credit Card",Takeaway,2023-05-08
TXN_5448602,Juice,3,3,9.0,"Credit Card",In-store,2023-01-17
TXN_1346517,Coffee,1,2,2.0,"Digital Wallet",Takeaway,2023-03-20
TXN_9277534,Smoothie,2,4,8.0,"Credit Card",In-store,2023-04-25
TXN_6145837,Cake,5,3,15.0,"Digital Wallet",Takeaway,2023-08-27
TXN_5067056,Sandwich,1,4,4.0,Cash,In-store,2023-08-13
TXN_8626161,Smoothie,3,4,12.0,"Digital Wallet",In-store,2023-11-23
TXN_7099050,Salad,3,5,15.0,"Credit Card",Takeaway,2023-01-18
TXN_9565465,Tea,3,1.5,4.5,"Credit Card",In-store,2023-12-26
TXN_6301600,Juice,4,3,12.0,"Digital Wallet",In-store,2023-02-28
TXN_4784128,Sandwich,3,4,12.0,Cash,Takeaway,2023-08-27
TXN_5560205,Coffee,3,2,6.0,Cash,In-store,2023-12-22
TXN_6119798,Salad,1,5,5.0,"Credit Card",In-store,2023-09-19
TXN_9793353,Coffee,3,2,6.0,"Credit Card",Takeaway,2023-08-21
TXN_2064360,Coffee,4,2,8.0,"Digital Wallet",In-store,2023-08-30
TXN_2564219,Salad,1,5,5.0,"Digital Wallet",Takeaway,2023-07-18
TXN_4488222,Tea,3,1.5,4.5,"Digital Wallet",Takeaway,2023-03-13
TXN_9853577,Sandwich,2,4,8.0,"Credit Card",In-store,2023-04-30
TXN_1672443,Coffee,1,2,2.0,"Credit Card",Takeaway,2023-10-03
TXN_6277500,Coffee,4,2,8.0,"Credit Card",Takeaway,2023-01-09
TXN_6671827,Salad,1,5,5.0,"Credit Card",Takeaway,2023-08-09
TXN_5894676,Smoothie,5,4,20.0,"Credit Card",Takeaway,2023-06-17
TXN_1411744,Smoothie,4,4,16.0,"Credit Card",Takeaway,2023-09-17
TXN_4030197,Salad,3,5,15.0,"Credit Card",Takeaway,2023-03-05
TXN_3912836,Salad,1,5,5.0,"Credit Card",In-store,2023-11-23
TXN_3833729,Smoothie,4,4,16.0,"Digital Wallet",In-store,2023-11-13
TXN_7054393,Coffee,2,2,4.0,"Digital Wallet",In-store,2023-05-30
TXN_1395083,Juice,1,3,3.0,Cash,In-store,2023-07-08
TXN_8784653,Smoothie,1,4,4.0,Cash,In-store,2023-09-12
TXN_8308672,Salad,2,5,10.0,"Digital Wallet",Takeaway,2023-01-01
TXN_3190959,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-12-16
TXN_6117497,Coffee,2,2,4.0,"Digital Wallet",In-store,2023-02-13
TXN_3818464,Cake,2,3,6.0,Cash,In-store,2023-03-02
TXN_7415686,Sandwich,3,4,12.0,"Credit Card",In-store,2023-04-13
TXN_7231548,Smoothie,3,4,12.0,"Credit Card",In-store,2023-11-06
TXN_5956755,Sandwich,5,4,20.0,"Digital Wallet",Takeaway,2023-03-05
TXN_8002886,Coffee,5,2,10.0,"Digital Wallet",Takeaway,2023-05-28
TXN_7694491,Salad,3,5,15.0,Cash,In-store,2023-09-01
TXN_2764962,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-08-13
TXN_1491299,Juice,2,3,6.0,"Credit Card",In-store,2023-02-27
TXN_3277379,Salad,2,5,10.0,"Credit Card",Takeaway,2023-01-06
TXN_2568101,Salad,5,5,25.0,Cash,Takeaway,2023-08-03
TXN_3247340,Tea,3,1.5,4.5,Cash,Takeaway,2023-12-25
TXN_4064245,Juice,3,3,9.0,"Credit Card",Takeaway,2023-02-20
TXN_8777692,Coffee,4,2,8.0,"Credit Card",In-store,2023-12-06
TXN_6626427,Cookie,4,1,4.0,"Digital Wallet",In-store,2023-02-13
TXN_4824773,Salad,5,5,25.0,Cash,Takeaway,2023-06-06
TXN_4563646,Juice,5,3,15.0,Cash,Takeaway,2023-10-10
TXN_1738607,Juice,2,3,6.0,"Credit Card",In-store,2023-01-17
TXN_3927733,Salad,5,5,25.0,"Credit Card",Takeaway,2023-01-20
TXN_9489176,Juice,5,3,15.0,"Digital Wallet",In-store,2023-01-10
TXN_3061266,Cookie,4,1,4.0,"Credit Card",In-store,2023-12-06
TXN_7217284,Salad,3,5,15.0,Cash,In-store,2023-12-29
TXN_8397155,Salad,4,5,20.0,"Credit Card",Takeaway,2023-08-16
TXN_4301188,Smoothie,4,4,16.0,"Credit Card",In-store,2023-12-23
TXN_7865220,Smoothie,1,4,4.0,"Credit Card",Takeaway,2023-06-28
TXN_9270865,Smoothie,2,4,8.0,"Credit Card",Takeaway,2023-11-06
TXN_1248436,Cake,4,3,12.0,"Credit Card",Takeaway,2023-08-14
TXN_5413274,Smoothie,5,4,20.0,"Credit Card",In-store,2023-02-10
TXN_5902629,Cookie,3,1,3.0,Cash,Takeaway,2023-01-26
TXN_6629689,Sandwich,2,4,8.0,"Credit Card",In-store,2023-05-29
TXN_2345373,Tea,3,1.5,4.5,"Credit Card",Takeaway,2023-02-20
TXN_1108663,Juice,3,3,9.0,Cash,Takeaway,2023-08-16
TXN_9587015,Salad,3,5,15.0,"Digital Wallet",In-store,2023-06-25
TXN_6915899,Salad,3,5,15.0,"Credit Card",In-store,2023-05-29
TXN_5198524,Cake,1,3,3.0,"Credit Card",In-store,2023-06-14
TXN_6786340,Coffee,5,2,10.0,"Digital Wallet",Takeaway,2023-04-18
TXN_8689246,Sandwich,5,4,20.0,"Credit Card",In-store,2023-05-16
TXN_1730850,Juice,2,3,6.0,Cash,Takeaway,2023-12-15
TXN_9833245,Cookie,1,1,1.0,"Digital Wallet",Takeaway,2023-04-30
TXN_8792638,Tea,3,1.5,4.5,"Credit Card",Takeaway,2023-07-02
TXN_3493951,Smoothie,5,4,20.0,Cash,Takeaway,2023-08-20
TXN_8878830,Coffee,4,2,8.0,"Credit Card",Takeaway,2023-10-11
TXN_3303114,Salad,4,5,20.0,"Credit Card",In-store,2023-06-18
TXN_2106437,Tea,1,1.5,1.5,Cash,Takeaway,2023-08-01
TXN_2291713,Salad,4,5,20.0,Cash,In-store,2023-08-06
TXN_6725579,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-02-21
TXN_6845225,Tea,4,1.5,6.0,"Credit Card",Takeaway,2023-02-21
TXN_9798525,Coffee,2,2,4.0,"Digital Wallet",Takeaway,2023-11-05
TXN_1482123,Coffee,1,2,2.0,Cash,In-store,2023-06-17
TXN_5622313,Salad,2,5,10.0,"Credit Card",In-store,2023-01-07
TXN_6249754,Smoothie,1,4,4.0,"Credit Card",Takeaway,2023-10-21
TXN_9729280,Tea,3,1.5,4.5,"Credit Card",In-store,2023-11-06
TXN_1045022,Sandwich,4,4,16.0,"Credit Card",Takeaway,2023-10-13
